question,subject,split,answer,final_prompt,len_tk_gemma2_9b_it
Which of the following karyotypes is diagnostic of Down syndrome,medical_genetics,test-00000-of-00001,A,"Which of the following karyotypes is diagnostic of Down syndrome

Choices:
A. 46,XX,der(14;21)(q10;q10)pat+21
B. 47,XY,+13
C. 45,XX,rob,(14;21)(q10;q10)
D. 46,XY,t(2;3)(q21;q12)

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
 Which of the following is not an objection Pence gives to the argument that SCNT is not best for the child?,moral_disputes,test-00000-of-00001,D," Which of the following is not an objection Pence gives to the argument that SCNT is not best for the child?

Choices:
A. The argument assumes genetic determinism or genetic reductionism.
B. The expectations people will place on SCNT individuals could be no worse than normal expectations of children created sexually.
C. People's prejudicial attitudes are likely to change.
D. If people's prejudicial attitudes do not change, then we should not allow SCNT.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As an attorney, I don't care if my clients are wealthy or not. Scenario 2 | I made sure to take some hotel robes and towels as a souvenir.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As an attorney, I don't care if my clients are wealthy or not. Scenario 2 | I made sure to take some hotel robes and towels as a souvenir.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
"Politicians and political reporters are natural adversaries; the adversarial nature of their relationship, however, is tempered by the fact that",high_school_government_and_politics,test-00000-of-00001,C,"Politicians and political reporters are natural adversaries; the adversarial nature of their relationship, however, is tempered by the fact that

Choices:
A. younger politicians who are more comfortable with the media are gradually displacing older politicians
B. government regulations on interaction between the two groups are very strict
C. each group is dependent on the other to perform its job effectively
D. very few media outlets will cover a story that is embarrassing to a political leader

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
What is an 'internationally wrongful conduct'?,international_law,test-00000-of-00001,C,"What is an 'internationally wrongful conduct'?

Choices:
A. An international wrongful conduct is an action or omission which is in breach of a rule of international criminal law
B. An international wrongful conduct is every breach of an international obligation of the State, whether attributable to it or not
C. An internationally wrongful conduct consists of an action or omission attributable to the State, which constitutes a breach of an international obligation of the State
D. An internationally wrongful conduct is the conduct that cannot be excused on grounds of necessity, force majeure etc.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
"Below is an advertisement found in a local newspaper. As shiny as diamonds at a fraction of the price! Buy ""Simu-Gems"" at Cost-Rite Jewelers. This advertisement suggests that Cost-Rite Jewelers' supplier",,auxiliary_train-00000-of-00001,B,"Below is an advertisement found in a local newspaper. As shiny as diamonds at a fraction of the price! Buy ""Simu-Gems"" at Cost-Rite Jewelers. This advertisement suggests that Cost-Rite Jewelers' supplier

Choices:
A. found a less expensive way to mine and process diamonds.
B. manufactured artificial stones that resemble diamonds.
C. reduced the price of diamonds in order to sell more.
D. started providing small diamonds instead of large ones.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
How can several different proteins be produced from the same gene?,college_medicine,test-00000-of-00001,C,"How can several different proteins be produced from the same gene?

Choices:
A. By selective transcription of different parts of the DNA in the gene.
B. By doubling or tripling the length of the mRNA molecule produced from the primary transcript.
C. The primary transcripts of many genes can be spliced in various ways to produce different mRNAs, a process known as alternative RNA splicing.
D. By splicing of the mRNA molecule after it has been formed from the primary transcript.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
"This is a photo of Mr. Black's family. The man with glasses  is Mr. Black, the father. The woman is the mother. They have a son and a daughter. The son is behind(....) Jack and Kate are in the same  school, but they are in different grades. Jack is in Grade Three and Kate is in Grade One. They are good students. Jack and Kate are in the same  _  .",,auxiliary_train-00000-of-00001,C,"This is a photo of Mr. Black's family. The man with glasses  is Mr. Black, the father. The woman is the mother. They have a son and a daughter. The son is behind(....) Jack and Kate are in the same  school, but they are in different grades. Jack is in Grade Three and Kate is in Grade One. They are good students. Jack and Kate are in the same  _  .

Choices:
A. class
B. grade
C. school
D. year

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
What is the major difference between classical and operant conditioning?,high_school_psychology,test-00000-of-00001,B,"What is the major difference between classical and operant conditioning?

Choices:
A. Operant conditioning was established well before classical conditioning.
B. Classical conditioning involves pairing stimuli, and operant conditioning involves pairing a response with a stimulus.
C. Operant conditioning is used to train organisms to perform specific acts, and classical conditioning is used to get organisms to stop performing specific acts.
D. Classical conditioning is more difficult to use but more effective than operant conditioning.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"You have been hired as a research assistant for a study that will compare two brief treatments for Social Phobia. The procedures and methods used in the study are ethically sound; however, your supervisor is not informing participants that they may withdraw from the study at any time if they desire to do so. Your best course of action would be to:",professional_psychology,test-00000-of-00001,C,"You have been hired as a research assistant for a study that will compare two brief treatments for Social Phobia. The procedures and methods used in the study are ethically sound; however, your supervisor is not informing participants that they may withdraw from the study at any time if they desire to do so. Your best course of action would be to:

Choices:
A. quit your job.
B. inform the participants yourself of their right to withdraw.
C. discuss the possible ethical violation with the supervisor.
D. do nothing since this is an acceptable practice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
