question,subject,split,answer,final_prompt,len_tk_glm4_9b_chat
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I make a show for kids about cooking with fruits and vegetables. Scenario 2 | I gave a speech to encourage the citizens to commit heinous acts. ",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I make a show for kids about cooking with fruits and vegetables. Scenario 2 | I gave a speech to encourage the citizens to commit heinous acts. 

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"Mara planted six pots of lettuce seeds. She placed three pots in a sunny area and three pots in a shaded area. She watered each pot the same and measured the growth of the lettuce. After Mara analyzes her data, what conclusion will it help her to make?",,auxiliary_train-00000-of-00001,B,"Mara planted six pots of lettuce seeds. She placed three pots in a sunny area and three pots in a shaded area. She watered each pot the same and measured the growth of the lettuce. After Mara analyzes her data, what conclusion will it help her to make?

Choices:
A. When to plant her lettuce
B. Where to plant her lettuce
C. How much water to give lettuce
D. How many lettuce plants to grow

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
Travel Voucher  : Please download Travel Voucher from this website.For every confirmed booking  you will be required to print a voucher which is presented at the destination.You will receive a link to your voucher by email once your booking is confirmed. Why should tourists bring a towel or a rug?,,auxiliary_train-00000-of-00001,A,"Travel Voucher  : Please download Travel Voucher from this website.For every confirmed booking  you will be required to print a voucher which is presented at the destination.You will receive a link to your voucher by email once your booking is confirmed. Why should tourists bring a towel or a rug?

Choices:
A. Because they may want to sit on the platform.
B. Because they will swim during the tour.
C. Because it makes them warm.
D. Because they will take a spa.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
A metal sample is placed into a beaker of boiling water. After two minutes the metal is removed. After 5 minutes the metal can be picked up by hand but the water is still too hot to touch. Which of these matter and energy interactions is being illustrated?,,auxiliary_train-00000-of-00001,B,"A metal sample is placed into a beaker of boiling water. After two minutes the metal is removed. After 5 minutes the metal can be picked up by hand but the water is still too hot to touch. Which of these matter and energy interactions is being illustrated?

Choices:
A. water has a low specific heat
B. metals have low specific heat
C. glass from the beaker is a good insulator
D. water loses its heat energy quickly to the air

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up my dog's poop and wasn't cited for littering. Scenario 2 | I am teaching my 18 year old son how to drive in a private parking lot",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up my dog's poop and wasn't cited for littering. Scenario 2 | I am teaching my 18 year old son how to drive in a private parking lot

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I snatched the cell phone while she wasn't looking. Scenario 2 | I neglected answering my emails nor did I get any work done while I was at work.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I snatched the cell phone while she wasn't looking. Scenario 2 | I neglected answering my emails nor did I get any work done while I was at work.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"Look at this. It's a pencil case. It's orange. It's my pencil case. What's in it? Look, this is a pen. It's black. This is a pencil. It's red. And this is a pencil, too. It's yellow. This is an eraser. It's blue and white. My pencil case is big and nice. I like it. ,. _   pencils are in the pencil case.",,auxiliary_train-00000-of-00001,C,"Look at this. It's a pencil case. It's orange. It's my pencil case. What's in it? Look, this is a pen. It's black. This is a pencil. It's red. And this is a pencil, too. It's yellow. This is an eraser. It's blue and white. My pencil case is big and nice. I like it. ,. _   pencils are in the pencil case.

Choices:
A. Four
B. Three
C. Two
D. One

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew she was phobic of spiders so I picked one up and showed it to her. Scenario 2 | I prayed so that it rains on the crops today.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew she was phobic of spiders so I picked one up and showed it to her. Scenario 2 | I prayed so that it rains on the crops today.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"There are five stages of mitosis that must be carried out correctly for a cell to properly divide. Match the stage of mitosis with its proper component:
Prophase — Dissolution of nucleoli",college_medicine,test-00000-of-00001,A,"There are five stages of mitosis that must be carried out correctly for a cell to properly divide. Match the stage of mitosis with its proper component:
Prophase — Dissolution of nucleoli

Choices:
A. Metaphase — Formation of two distinct nuclear membranes
B. Cytokinesis — Separation of sister chromatids to their respective poles
C. Telophase — Formation of the equatorial plate
D. Anaphase — Separation of the cytoplasm and organelles

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
What dimension did the Kadi judgment introduce with respect to the incorporation of UN Security Council resolutions?,international_law,test-00000-of-00001,A,"What dimension did the Kadi judgment introduce with respect to the incorporation of UN Security Council resolutions?

Choices:
A. The Kadi judgment demanded that UNSC resolutions are construed in accordance with human rights
B. The Kadi judgment demanded that all UNSC resolutions be incorporated without any further implementing legislation
C. The Kadi judgment required that important UNSC resolutions be transformed and not merely incorporated
D. The Kadi judgment claimed that UNSC resolutions are not binding if they violate human rights

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
