question,subject,split,answer,final_prompt,len_tk_qwen2.5_7b_instruct
The TRANSTHEORETICAL MODEL OF CHANGE was originally developed to treat addictive behaviors and 5 stages people pass through in the process of change. Which stage is correctly defined?,professional_psychology,test-00000-of-00001,C,"The TRANSTHEORETICAL MODEL OF CHANGE was originally developed to treat addictive behaviors and 5 stages people pass through in the process of change. Which stage is correctly defined?

Choices:
A. PRECONTEMPLATION: intend to take action in next 6 months
B. PREPARATION: consider change in next 6 months
C. ACTION: time and effort into modifying behavior
D. MAINTENANCE: behavior change lasted at least 8 months

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
A point pole has a strength of 4π * 10^-4 weber. The force in newtons on a point pole of 4π * 1.5 * 10^-4 weber placed at a distance of 10 cm from it will be,electrical_engineering,dev-00000-of-00001,A,"A point pole has a strength of 4π * 10^-4 weber. The force in newtons on a point pole of 4π * 1.5 * 10^-4 weber placed at a distance of 10 cm from it will be

Choices:
A. 15 N.
B. 20 N.
C. 7.5 N.
D. 3.75 N.

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
A 26-year-old woman is brought to the emergency department because of an 8-hour history of severe back and abdominal pain and mild but persistent vaginal bleeding. Ultrasonography of the abdomen shows a 2-cm ectopic pregnancy in the ampulla. The ampulla has ruptured into the surrounding tissue. Fluid from this rupture will most likely be found in which of the following locations?,professional_medicine,test-00000-of-00001,C,"A 26-year-old woman is brought to the emergency department because of an 8-hour history of severe back and abdominal pain and mild but persistent vaginal bleeding. Ultrasonography of the abdomen shows a 2-cm ectopic pregnancy in the ampulla. The ampulla has ruptured into the surrounding tissue. Fluid from this rupture will most likely be found in which of the following locations?

Choices:
A. Lesser peritoneal cavity
B. Mesometrium
C. Pouch of Douglas
D. Uterine cavity

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I decided to cook a potato for my girlfriend. Scenario 2 | I cornered the rat forcing it to go outside",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I decided to cook a potato for my girlfriend. Scenario 2 | I cornered the rat forcing it to go outside

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
" Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[Hx • (∀y)(Ay ⊃ Bxy)]",formal_logic,test-00000-of-00001,D," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[Hx • (∀y)(Ay ⊃ Bxy)]

Choices:
A. Some houses are smaller than all apartments.
B. Every house is bigger than every apartment.
C. Some apartment is smaller than every house.
D. Some houses are bigger than every apartment.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
"A high school science teacher fills a 1 liter bottle with pure nitrogen and seals the lid. The pressure is 1.70 atm, and the room temperature is 25°C. Which two variables will both increase the pressure of the system, if all other variables are held constant?",college_medicine,dev-00000-of-00001,A,"A high school science teacher fills a 1 liter bottle with pure nitrogen and seals the lid. The pressure is 1.70 atm, and the room temperature is 25°C. Which two variables will both increase the pressure of the system, if all other variables are held constant?

Choices:
A. Increasing temperature, increasing moles of gas
B. Increasing temperature, increasing volume
C. Decreasing volume, decreasing temperature
D. Decreasing moles of gas, increasing volume

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
"Which of the following statements is correct?
",nutrition,test-00000-of-00001,D,"Which of the following statements is correct?


Choices:
A. The amount of oxygen available in the headspace of canned food is kept at a high level so as to limit losses of vitamin C
B. Reheating canned vegetables before serving only causes small losses of vitamin C
C. Losses of vitamin C are much higher for most canned fruits than those for canned vegetables
D. Losses of vitamin C in canned foods during storage at ambient temperature tend to be small

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
Ethnographic evidence supports which of the following connections between surplus food and social complexity?,prehistory,test-00000-of-00001,B,"Ethnographic evidence supports which of the following connections between surplus food and social complexity?

Choices:
A. Only agriculturalists can produce the food surplus necessary for economic inequality.
B. Some resource-rich environments allow for the creation of surpluses that can lead to economic inequalities and social complexity.
C. Economic inequalities are the foundation of social complexity and entirely dependent on agriculture for the production of surplus food.
D. The production of surplus food is not important in the development of economic inequalities or social complexity.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
What is the judge ad hoc?,international_law,dev-00000-of-00001,A,"What is the judge ad hoc?

Choices:
A. If a party to a contentious case before the ICJ does not have a national sitting as judge, it is entitled to nominate someone as a judge solely for that case, with the title of judge ad hoc
B. Judge ad hoc is the member of the bench of the ICJ with a casting vote
C. Judge ad hoc is a surrogate judge, in case a judge is disqualified or passes away
D. Judge ad hoc is the judge that each party will always nominate in every contentious case

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
Which of the following methods has led to the most discoveries of massive planets orbiting near their parent stars?,astronomy,test-00000-of-00001,A,"Which of the following methods has led to the most discoveries of massive planets orbiting near their parent stars?

Choices:
A. detecting the gravitational effect of an orbiting planet by looking for the Doppler shifts in the star's spectrum
B. detecting the shift of the star's position against the sky due to the planet's gravitational pull
C. detecting a planet ejected from a binary star system
D. detecting the starlight reflected off the planet

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
